gauge_id,station_name,river,latitude,longitude,altitude,area,country,source
grevelingendam.plaatvanoudetonge.badstrand,"Grevelingendam, Plaat van Oude Tonge, badstrand","Grevelingendam, Plaat van Oude Tonge, badstrand",51.676206,4.140619,,,Netherlands,Rijkswaterstaat WaterWebservices
grevelingenmeer.hals,"Grevelingen Meer, Hals","Grevelingen Meer, Hals",51.756406,4.013255,,,Netherlands,Rijkswaterstaat WaterWebservices
grevenbicht,Grevenbicht,Grevenbicht,51.041418,5.765753,,,Netherlands,Rijkswaterstaat WaterWebservices
grijpskerk.gaarkeuken.oost,Grijpskerk Gaarkeuken oost,Grijpskerk Gaarkeuken oost,53.24909,6.317575,,,Netherlands,Rijkswaterstaat WaterWebservices
grijpskerk.gaarkeuken.west,Grijpskerk Gaarkeuken west,Grijpskerk Gaarkeuken west,53.247767,6.305834,,,Netherlands,Rijkswaterstaat WaterWebservices
groenendijk,Groenendijk,Donge,51.673353,4.915909,,,Netherlands,Rijkswaterstaat WaterWebservices
groenevaart.beneden,"Groene vaart, beneden","Groene vaart, beneden",52.158543,6.232977,,,Netherlands,Rijkswaterstaat WaterWebservices
groenevaart.boven,"Groene vaart, boven","Groene vaart, boven",52.158552,6.232991,,,Netherlands,Rijkswaterstaat WaterWebservices
groningen,Groningen,Groningen,53.228119,6.591879,,,Netherlands,Rijkswaterstaat WaterWebservices
groningerwad,Groninger Wad,Groninger Wad,53.450767,6.406221,,,Netherlands,Rijkswaterstaat WaterWebservices
grootammers.veerstoep.badstrand,"Groot Ammers, Veerstoep, badstrand","Groot Ammers, Veerstoep, badstrand",51.917449,4.786617,,,Netherlands,Rijkswaterstaat WaterWebservices
grootegat.noord,"Groote Gat, noord","Groote Gat, noord",53.304291,7.15666,,,Netherlands,Rijkswaterstaat WaterWebservices
grootegat.zuid,"Groote Gat, zuid","Groote Gat, zuid",53.277784,7.163639,,,Netherlands,Rijkswaterstaat WaterWebservices
grootekeeten,Groote Keeten,Groote Keeten,52.864543,4.701166,,,Netherlands,Rijkswaterstaat WaterWebservices
grotevlak,Grote Vlak,Grote Vlak,53.025892,4.708013,,,Netherlands,Rijkswaterstaat WaterWebservices
haandrik.kruising.overijssels.kan.km2.3,Haandrik Kruising Overijssels kan.(km 2.3),Haandrik Kruising Overijssels kan.(km 2.3),52.62083255,6.698484616,,,Netherlands,Rijkswaterstaat WaterWebservices
haastrecht,Haastrecht,Haastrecht,52.002122,4.773018,,,Netherlands,Rijkswaterstaat WaterWebservices
hagestein,Hagestein,Hagestein,51.990866,5.132711,,,Netherlands,Rijkswaterstaat WaterWebservices
hagestein.beneden,"Hagestein, beneden","Hagestein, beneden",51.993,5.1315,,,Netherlands,Rijkswaterstaat WaterWebservices
hagestein.boven,"Hagestein, boven","Hagestein, boven",51.9895,5.1352,,,Netherlands,Rijkswaterstaat WaterWebservices
haghorst,Haghorst,Haghorst,51.498346,5.207331,,,Netherlands,Rijkswaterstaat WaterWebservices
haghorst.sluis4.beneden,"Haghorst, sluis 4, beneden","Haghorst, sluis 4, beneden",51.498158,5.206136,,,Netherlands,Rijkswaterstaat WaterWebservices
haghorst.sluis4.boven,"Haghorst, sluis 4, boven","Haghorst, sluis 4, boven",51.498219,5.207719,,,Netherlands,Rijkswaterstaat WaterWebservices
haghorst.sluis4.inlaat,"Haghorst, Sluis 4, inlaat",Spuien,51.498236,5.207722,,,Netherlands,Rijkswaterstaat WaterWebservices
haghorst.sluis4.kolk,Haghorst Sluis 4 kolk,Haghorst Sluis 4 kolk,51.49823098,5.20772101,,,Netherlands,Rijkswaterstaat WaterWebservices
haghorst.sluis4.schuif,Haghorst Sluis 4 schuif,Haghorst Sluis 4 schuif,51.49823098,5.20772101,,,Netherlands,Rijkswaterstaat WaterWebservices
haghorst.sluis4.schuif1,"Haghorst, sluis 4, schuif1","Haghorst, sluis 4, schuif1",51.497942,5.207447,,,Netherlands,Rijkswaterstaat WaterWebservices
haghorst.sluis4.uitlaat,"Haghorst, Sluis 4, uitlaat",NettobalansUIT,51.498231,5.207722,,,Netherlands,Rijkswaterstaat WaterWebservices
hammen.boeih16.plompetoren,"Hammen, boei H16, Plompetoren","Hammen, boei H16, Plompetoren",51.677231,3.775405,,,Netherlands,Rijkswaterstaat WaterWebservices
hammen.boeih2,"Hammen, boei H2","Hammen, boei H2",51.654389,3.855132,,,Netherlands,Rijkswaterstaat WaterWebservices
hammen.boeih9.gemaal,"Hammen, boei H9, Gemaal","Hammen, boei H9, Gemaal",51.675345,3.859339,,,Netherlands,Rijkswaterstaat WaterWebservices
hammen.oost,"Hammen, oost","Hammen, oost",51.6602,3.852695,,,Netherlands,Rijkswaterstaat WaterWebservices
hammen.west,"Hammen, west","Hammen, west",51.672004,3.754988,,,Netherlands,Rijkswaterstaat WaterWebservices
hank,Hank,Hank,51.717219,4.849319,,,Netherlands,Rijkswaterstaat WaterWebservices
hank.bergschemaas,"Hank, Bergsche Maas",voorheen Keizersveer,51.7191,4.894,,,Netherlands,Rijkswaterstaat WaterWebservices
hansweert,Hansweert,Hansweert,51.44567,3.99744,,,Netherlands,Rijkswaterstaat WaterWebservices
hansweert.boeiohmg,"Hansweert, boei OHMG","Hansweert, boei OHMG",51.440034,3.990671,,,Netherlands,Rijkswaterstaat WaterWebservices
hansweert.geul,"Hansweert, geul","Hansweert, geul",51.436114,4.014149,,,Netherlands,Rijkswaterstaat WaterWebservices
hardenberg.beneden,"Hardenberg, beneden","Hardenberg, beneden",52.566382,6.61747,,,Netherlands,Rijkswaterstaat WaterWebservices
hardenberg.boven,"Hardenberg, boven","Hardenberg, boven",52.567067,6.616383,,,Netherlands,Rijkswaterstaat WaterWebservices
hardersluis.noord,"Hardersluis, noord","Hardersluis, noord",52.365179,5.613523,,,Netherlands,Rijkswaterstaat WaterWebservices
hardersluis.zuid,"Hardersluis, zuid","Hardersluis, zuid",52.364463,5.612198,,,Netherlands,Rijkswaterstaat WaterWebservices
harderwijk.ijsselmeer,"Harderwijk, IJsselmeer",voorheen Harderhaven buiten,52.367957,5.617722,,,Netherlands,Rijkswaterstaat WaterWebservices
harderwijk.veluwestrand.1,"Harderwijk, Veluwestrand, 1","Harderwijk, Veluwestrand, 1",52.355371,5.61478,,,Netherlands,Rijkswaterstaat WaterWebservices
hardinxveld,Hardinxveld,kilometer 962,51.815838,4.876714,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.1,"Haringvliet, Kier1","Haringvliet, Kier1",51.816399,4.093623,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.10,"Haringvliet, punt 10","Haringvliet, punt 10",51.862779,3.860561,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.2,"Haringvliet, Kier2","Haringvliet, Kier2",51.754546,4.240773,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.20,"Haringvliet, 20","Haringvliet, 20",51.721629,4.394648,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.21,"Haringvliet, 21","Haringvliet, 21",51.726518,4.382874,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.22,"Haringvliet, 22","Haringvliet, 22",51.731954,4.371114,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.23,"Haringvliet, 23","Haringvliet, 23",51.73747,4.357381,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.24,"Haringvliet, 24","Haringvliet, 24",51.742332,4.343036,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.25,"Haringvliet, 25","Haringvliet, 25",51.745663,4.329564,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.26,"Haringvliet, 26","Haringvliet, 26",51.749382,4.316371,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.27,"Haringvliet, 27","Haringvliet, 27",51.752276,4.302645,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.28,"Haringvliet, 28","Haringvliet, 28",51.755728,4.289149,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.29,"Haringvliet, 29","Haringvliet, 29",51.756669,4.274584,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.3,"Haringvliet, Kier3","Haringvliet, Kier3",51.725646,4.375512,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.30,"Haringvliet, 30","Haringvliet, 30",51.758575,4.260428,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.31,"Haringvliet, 31","Haringvliet, 31",51.759901,4.248807,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.4,"Haringvliet, Kier4","Haringvliet, Kier4",51.726,4.364576,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.44,"Haringvliet, 44","Haringvliet, 44",51.777648,4.195639,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.45,"Haringvliet, 45","Haringvliet, 45",51.767118,4.205059,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.46,"Haringvliet, 46","Haringvliet, 46",51.761335,4.216466,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.47,"Haringvliet, 47","Haringvliet, 47",51.756203,4.229158,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.49,"Haringvliet, 49","Haringvliet, 49",51.765964,4.225416,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.50,"Haringvliet, 50","Haringvliet, 50",51.771243,4.213007,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.51,"Haringvliet, 51","Haringvliet, 51",51.778229,4.198029,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.52,"Haringvliet, 52","Haringvliet, 52",51.800675,4.185621,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.53,"Haringvliet, 53","Haringvliet, 53",51.803418,4.178791,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvliet.ponton.2,"Haringvliet, ponton, 2",kier,51.82,4.074,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvlietbrug,Haringvlietbrug,Haringvlietbrug,51.712529,4.395311,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvlietbrug.1,"Haringvlietbrug, 1","Haringvlietbrug, 1",51.719335,4.402861,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvlietbrug.oost,"Haringvlietbrug, oost","Haringvlietbrug, oost",51.722137,4.406882,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvlietbrug.west,"Haringvlietbrug, west","Haringvlietbrug, west",51.722033,4.403063,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvlietmond,Haringvlietmond,Haringvlietmond,51.895597,3.933201,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvlietsluizen,Haringvlietsluizen,punt ligt binnen,51.82947,4.058326,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvlietsluizen.1km.noordwest,"Haringvlietsluizen, 1 km, noordwest","Haringvlietsluizen, 1 km, noordwest",51.850039,4.044162,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvlietsluizen.binnen,"Haringvlietsluizen, binnen","Haringvlietsluizen, binnen",51.835994,4.054941,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvlietsluizen.binnen.noord,"Haringvlietsluizen, binnen, noord","Haringvlietsluizen, binnen, noord",51.837574,4.059538,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvlietsluizen.binnen.zuid,"Haringvlietsluizen, binnen, zuid","Haringvlietsluizen, binnen, zuid",51.82576,4.04828,,,Netherlands,Rijkswaterstaat WaterWebservices
haringvlietsluizen.buiten,"Haringvlietsluizen, buiten","Haringvlietsluizen, buiten",51.829227,4.04484,,,Netherlands,Rijkswaterstaat WaterWebservices
harlingen.harlingerstrand,"Harlingen, Harlingerstrand","Harlingen, Harlingerstrand",53.166818,5.414661,,,Netherlands,Rijkswaterstaat WaterWebservices
harlingen.havenmond.west,"Harlingen, havenmond, west","Harlingen, havenmond, west",53.176984,5.396929,,,Netherlands,Rijkswaterstaat WaterWebservices
harlingen.vaargeul,"Harlingen, vaargeul","Harlingen, vaargeul",53.194492,5.328854,,,Netherlands,Rijkswaterstaat WaterWebservices
harlingen.voorhaven,"Harlingen, voorhaven","Harlingen, voorhaven",53.174287,5.405902,,,Netherlands,Rijkswaterstaat WaterWebservices
harlingen.waddenzee,"Harlingen, Waddenzee","Harlingen, Waddenzee",53.175634,5.409342,,,Netherlands,Rijkswaterstaat WaterWebservices
hartelkanaal.kuwaitpetroleum,"Hartelkanaal, Kuwait Petroleum","Hartelkanaal, Kuwait Petroleum",51.930255,4.163079,,,Netherlands,Rijkswaterstaat WaterWebservices
hartelkering.landzijde,"Hartelkering, Landzijde","Hartelkering, Landzijde",51.866517,4.313064,,,Netherlands,Rijkswaterstaat WaterWebservices
hartelkering.zeezijde,"Hartelkering, Zeezijde","Hartelkering, Zeezijde",51.867144,4.3012,,,Netherlands,Rijkswaterstaat WaterWebservices
hasselt,Hasselt,Hasselt,52.589725,6.086965,,,Netherlands,Rijkswaterstaat WaterWebservices
hasselt.zwartewater,"Hasselt, Zwarte Water",voorheen Mond der Vecht,52.564026,6.101306,,,Netherlands,Rijkswaterstaat WaterWebservices
hato.kayatilburg,Hato Kaya Tilburg,Hato Kaya Tilburg,12.17712,-68.292651,,,Netherlands,Rijkswaterstaat WaterWebservices
hato.marinakralendijk,Hato Marina Kralendijk,Hato Marina Kralendijk,12.167587,-68.28753,,,Netherlands,Rijkswaterstaat WaterWebservices
hedel,Hedel,Hedel,51.738778,5.267761,,,Netherlands,Rijkswaterstaat WaterWebservices
hedel.recreatieplas,"Hedel, recreatieplas","Hedel, recreatieplas",51.738948,5.25835,,,Netherlands,Rijkswaterstaat WaterWebservices
heel.kanaal,"Heel, kanaal",boven,51.1743,5.918,,,Netherlands,Rijkswaterstaat WaterWebservices
heel.lateraalkanaallinnebuggenum.innamewerk,"Heel, Lateraal Kanaal Linne-Buggenum, innamewerk","Heel, Lateraal Kanaal Linne-Buggenum, innamewerk",51.187568,5.92716,,,Netherlands,Rijkswaterstaat WaterWebservices
heel.maas,"Heel, Maas",beneden,51.1765,5.9195,,,Netherlands,Rijkswaterstaat WaterWebservices
heerewaarden.kampeerterrein,"Heerewaarden, kampeerterrein",recreatieplas,51.814071,5.395178,,,Netherlands,Rijkswaterstaat WaterWebservices
heerewaarden.ontzanding,"Heerewaarden, ontzanding",recreatieplas,51.79924,5.37488,,,Netherlands,Rijkswaterstaat WaterWebservices
heesbeen,Heesbeen,Heesbeen,51.735848,5.124738,,,Netherlands,Rijkswaterstaat WaterWebservices
heeswijksekampen,Heeswijkse Kampen,Heeswijkse Kampen,51.74776,5.849381,,,Netherlands,Rijkswaterstaat WaterWebservices
heinenoord,Heinenoord,kilometer 993.5,51.831949,4.455795,,,Netherlands,Rijkswaterstaat WaterWebservices
heinenoord.goidschalxoord,"Heinenoord, Goidschalxoord","Heinenoord, Goidschalxoord",51.830298,4.451622,,,Netherlands,Rijkswaterstaat WaterWebservices
hellegat,Hellegat,Hellegat,51.697203,4.390006,,,Netherlands,Rijkswaterstaat WaterWebservices
hellevloetsluis.hellecat.badstrand,"Hellevloetsluis, Hellecat, badstrand","Hellevloetsluis, Hellecat, badstrand",51.841339,4.07616,,,Netherlands,Rijkswaterstaat WaterWebservices
hellevoetsluis,Hellevoetsluis,Hellevoetsluis,51.819724,4.128239,,,Netherlands,Rijkswaterstaat WaterWebservices
hellevoetsluis.schenkeldijk.badstrand,"Hellevoetsluis, Schenkeldijk, badstrand","Hellevoetsluis, Schenkeldijk, badstrand",51.829859,4.093135,,,Netherlands,Rijkswaterstaat WaterWebservices
hellevoetsluis.vuurtorengroot.badstrand,"Hellevoetsluis, Vuurtoren Groot, badstrand","Hellevoetsluis, Vuurtoren Groot, badstrand",51.82151,4.124693,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.aflaat,Helmond RWZI aflaatwerk,Helmond RWZI aflaatwerk,51.499525,5.674439,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.aflaat.boven,"Helmond, aflaat, boven",voorheen waterzuivering,51.499374,5.673257,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.devries,"Helmond, De Vries",AA26,51.487541,5.652061,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.ehkgoorloop.pomp,"Helmond, EHK-Goorloop, pomp",AA23B,51.456646,5.656389,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.guldenaa,"Helmond, Gulden Aa","Helmond, Gulden Aa",51.490731,5.6522,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.guldenaa.a,"Helmond, Gulden Aa, A","Helmond, Gulden Aa, A",51.490731,5.652203,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.guldenaa.b,"Helmond, Gulden Aa, B","Helmond, Gulden Aa, B",51.490731,5.652206,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.scheepstal,Helmond stuw Scheepstal inlaat,Helmond stuw Scheepstal inlaat,51.498736,5.684486,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.schotenseloop,"Helmond, Schotense Loop","Helmond, Schotense Loop",51.448431,5.607669,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.sluis.aflaat1,"Helmond, sluis, aflaat 1",voorheen Vossebeemd,51.46883,5.69194,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.sluis.boven,"Helmond, sluis, boven","Helmond, sluis, boven",51.44851,5.693609,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.sluis7,Helmond ZuidWillemsvaart Sluis 7,Helmond ZuidWillemsvaart Sluis 7,51.496306,5.652271,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.sluis9.inlaat,"Helmond, Sluis 9, inlaat",Spuien,51.447633,5.684497,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.sluis9.uitlaat,"Helmond, Sluis 9, uitlaat",NettobalansUIT,51.447636,5.684497,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.spaarpand,"Helmond, spaarpand","Helmond, spaarpand",51.512634,5.661485,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.traverse.sluis7,"Helmond, traverse, sluis 7","Helmond, traverse, sluis 7",51.496026,5.652168,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.treverse.sluis9,"Helmond, treverse, sluis 9","Helmond, treverse, sluis 9",51.447782,5.426041,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.zuidwillemsvaart,"Helmond, Zuid-Willemsvaart",De Vries,51.486981,5.652061,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.zuidwillemsvaart.inlaatnieuweaa,"Helmond, Zuid-Willemsvaart, inlaat Nieuwe Aa",nettobalansuit,51.465297,5.693592,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.zuidwillemsvaart.inlaatnieuweaa.inlaat,"Helmond, Zuid-Willemsvaart, inlaat Nieuwe Aa, inlaat",schutten,51.465306,5.693592,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.zuidwillemsvaart.inlaatnieuweaa.kleplinks,"Helmond, Zuid-Willemsvaart, inlaat Nieuwe Aa, klep links","Helmond, Zuid-Willemsvaart, inlaat Nieuwe Aa, klep links",51.465303,5.693592,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.zuidwillemsvaart.inlaatnieuweaa.kleprechts,"Helmond, Zuid-Willemsvaart, inlaat Nieuwe Aa, klep rechts","Helmond, Zuid-Willemsvaart, inlaat Nieuwe Aa, klep rechts",51.4653,5.693592,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.zuidwillemsvaart.inlaatnieuweaa.uitlaat,"Helmond, Zuid-Willemsvaart, inlaat Nieuwe Aa, uitlaat",spuien,51.465308,5.693592,,,Netherlands,Rijkswaterstaat WaterWebservices
helmond.zuidwillemsvaart.instroomaa,"Helmond, Zuid-Willemsvaart, instroom Aa","Helmond, Zuid-Willemsvaart, instroom Aa",51.499622,5.674581,,,Netherlands,Rijkswaterstaat WaterWebservices
helsdeur,Helsdeur,Helsdeur,52.96232,4.750229,,,Netherlands,Rijkswaterstaat WaterWebservices
hemelrijksewaard.dagstrand,"Hemelrijkse Waard, dagstrand","Hemelrijkse Waard, dagstrand",51.799553,5.481898,,,Netherlands,Rijkswaterstaat WaterWebservices
hengelo.koppelleiding,"Hengelo, Koppelleiding","Hengelo, Koppelleiding",52.246826,6.801732,,,Netherlands,Rijkswaterstaat WaterWebservices
hengelo.oelerbrug,"Hengelo, Oelerbrug",km 42.6,52.25037,6.76734,,,Netherlands,Rijkswaterstaat WaterWebservices
hengelo.sluis.beneden,"Hengelo, sluis, beneden","Hengelo, sluis, beneden",52.2464,6.802,,,Netherlands,Rijkswaterstaat WaterWebservices
hengelo.sluis.boven,"Hengelo, sluis, boven","Hengelo, sluis, boven",52.2459,6.8064,,,Netherlands,Rijkswaterstaat WaterWebservices
herenlaak,Herenlaak,Herenlaak,51.101167,5.81875,,,Netherlands,Rijkswaterstaat WaterWebservices
herkingen,Herkingen,Herkingen,51.690479,4.089169,,,Netherlands,Rijkswaterstaat WaterWebservices
herkingenbadstrand,Herkingen badstrand,Herkingen badstrand,51.707915,4.08071,,,Netherlands,Rijkswaterstaat WaterWebservices
herwijnen,Herwijnen,Herwijnen,51.826765,5.104771,,,Netherlands,Rijkswaterstaat WaterWebservices
hetwild.raai212,"Het Wild, raai 212",recreatieplas,51.768226,5.352433,,,Netherlands,Rijkswaterstaat WaterWebservices
hetzwinduinlaanbadstrand,het Zwin Duinlaan badstrand,het Zwin Duinlaan badstrand,51.373156,3.370986,,,Netherlands,Rijkswaterstaat WaterWebservices
heusden,Heusden,Heusden,51.735688,5.133425,,,Netherlands,Rijkswaterstaat WaterWebservices
heusden.bernseveer,"Heusden, Bernse Veer","Heusden, Bernse Veer",51.743865,5.163192,,,Netherlands,Rijkswaterstaat WaterWebservices
hindeloopen,Hindeloopen,Hindeloopen,52.9703,5.345528,,,Netherlands,Rijkswaterstaat WaterWebservices
hindeloopen.badpaviljoenhindeloopen,"Hindeloopen, Badpaviljoen Hindeloopen","Hindeloopen, Badpaviljoen Hindeloopen",52.933444,5.403328,,,Netherlands,Rijkswaterstaat WaterWebservices
hitsertsekade.badstrand,"Hitsertse kade, badstrand","Hitsertse kade, badstrand",51.736514,4.368333,,,Netherlands,Rijkswaterstaat WaterWebservices
hoedekenskerke,Hoedekenskerke,Hoedekenskerke,51.418648,3.916187,,,Netherlands,Rijkswaterstaat WaterWebservices
hoedekenskerke.boei4,"Hoedekenskerke, boei 4","Hoedekenskerke, boei 4",51.425087,3.920581,,,Netherlands,Rijkswaterstaat WaterWebservices
hoekvanbaarlandboei29,Hoek van Baarland boei 29,Hoek van Baarland boei 29,51.378961,3.91287,,,Netherlands,Rijkswaterstaat WaterWebservices
hoekvanholland,Hoek van Holland,rechter oever kilometer 1030.1,51.976899,4.119827,,,Netherlands,Rijkswaterstaat WaterWebservices
hoekvanholland.badstrand,"Hoek van Holland, badstrand",meteo,51.986252,4.097826,,,Netherlands,Rijkswaterstaat WaterWebservices
hoekvanholland.benoordendenoorderdam,"Hoek van Holland, benoorden de Noorderdam",Dk1,51.998359,4.078138,,,Netherlands,Rijkswaterstaat WaterWebservices
hoekvanholland.maeslantkering.beneden.noord,"Hoek van Holland, Maeslantkering, Beneden, noord",zeezijde,51.958239,4.161443,,,Netherlands,Rijkswaterstaat WaterWebservices
hoekvanholland.midden,"Hoek van Holland, midden","Hoek van Holland, midden",51.977917,4.109973,,,Netherlands,Rijkswaterstaat WaterWebservices
hoekvanholland.noordoever,"Hoek van Holland, noordoever","Hoek van Holland, noordoever",51.976573,4.110448,,,Netherlands,Rijkswaterstaat WaterWebservices
hoekvanholland.splitsingsdam,"Hoek van Holland, splitsingsdam","Hoek van Holland, splitsingsdam",51.972365,4.116127,,,Netherlands,Rijkswaterstaat WaterWebservices
hoekvanholland.zuidoever,"Hoek van Holland, zuidoever","Hoek van Holland, zuidoever",51.97928,4.11139,,,Netherlands,Rijkswaterstaat WaterWebservices
hogeknarsluis.hogevaart,"Hoge Knarsluis, Hoge Vaart","Hoge Knarsluis, Hoge Vaart",52.384265,5.537022,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandschdiep.1.holldp1,"Hollandsch Diep, 1, HOLLDP1","Hollandsch Diep, 1, HOLLDP1",51.720847,4.641801,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandschdiep.10,"Hollandsch Diep, 10","Hollandsch Diep, 10",51.69024,4.530161,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandschdiep.11,"Hollandsch Diep, 11","Hollandsch Diep, 11",51.690173,4.515005,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandschdiep.12,"Hollandsch Diep, 12","Hollandsch Diep, 12",51.692226,4.499923,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandschdiep.13,"Hollandsch Diep, 13","Hollandsch Diep, 13",51.691174,4.48457,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandschdiep.14,"Hollandsch Diep, 14","Hollandsch Diep, 14",51.69232,4.468926,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandschdiep.15,"Hollandsch Diep, 15","Hollandsch Diep, 15",51.69562,4.455436,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandschdiep.16,"Hollandsch Diep, 16","Hollandsch Diep, 16",51.698495,4.441736,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandschdiep.17,"Hollandsch Diep, 17","Hollandsch Diep, 17",51.702271,4.428564,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandschdiep.18,"Hollandsch Diep, 18","Hollandsch Diep, 18",51.71436,4.42074,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandschdiep.19,"Hollandsch Diep, 19","Hollandsch Diep, 19",51.717564,4.40714,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandschdiep.2.holldp2,"Hollandsch Diep, 2, HOLLDP2","Hollandsch Diep, 2, HOLLDP2",51.721359,4.637566,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandschdiep.3,"Hollandsch Diep, 3","Hollandsch Diep, 3",51.717975,4.621631,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandschdiep.4,"Hollandsch Diep, 4","Hollandsch Diep, 4",51.707558,4.613619,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandschdiep.5,"Hollandsch Diep, 5","Hollandsch Diep, 5",51.700468,4.603078,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandschdiep.6,"Hollandsch Diep, 6","Hollandsch Diep, 6",51.695748,4.588421,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandschdiep.7,"Hollandsch Diep, 7","Hollandsch Diep, 7",51.69396,4.574148,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandschdiep.8,"Hollandsch Diep, 8","Hollandsch Diep, 8",51.692252,4.559932,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandschdiep.9,"Hollandsch Diep, 9","Hollandsch Diep, 9",51.691022,4.545043,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandschdiep.monddordtschekil.west,"Hollandsch Diep, mond Dordtsche Kil, west","Hollandsch Diep, mond Dordtsche Kil, west",51.711725,4.606226,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandscheijssel.0,"Hollandsche IJssel, 0","Hollandsche IJssel, 0",52.008971,4.726533,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandscheijssel.1,"Hollandsche IJssel, 1","Hollandsche IJssel, 1",52.006863,4.717782,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandscheijssel.10,"Hollandsche IJssel, 10","Hollandsche IJssel, 10",51.960758,4.641021,,,Netherlands,Rijkswaterstaat WaterWebservices
hollandscheijssel.11,"Hollandsche IJssel, 11","Hollandsche IJssel, 11",51.952959,4.644308,,,Netherlands,Rijkswaterstaat WaterWebservices
